Team ,Position on team,Country of Citizenship,Given Name,Family Name ,Date of Birth,Date of Death,Sex,Place of birth,Place of death,,,Tîm,Safle ar y tîm,Gwlad Dinasyddiaeth,Enw a Roddir,Enw Teulu ,Dyddiad Geni,Dyddiad Marwolaeth,Rhyw,Man Geni,Man Marwolaeth
Cardiff RFC,centre,United Kingdom of Great Britain and Ireland,Mel,,18/04/1901,08/09/1988,male,Machen,,,,Clwb Rygbi Caerdydd ,Canolwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Mel,,18/04/1901,08/09/1988,gwryw,Machen,
Wales national rugby union team,centre,United Kingdom of Great Britain and Ireland,Mel,,18/04/1901,08/09/1988,male,Machen,,,,Tîm undeb rygbi cenedlaethol Cymru,Canolwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Mel,,18/04/1901,08/09/1988,gwryw,Machen,
Wales national rugby league team,,Wales,Melville,Lloyd,02/04/1917,01/01/1985,male,Resolven,Resolven,,,Tîm rygbi cynghrair cenedlaethol Cymru,,Cymru,Melville,Lloyd,02/04/1917,01/01/1985,gwryw,Resolfen,Resolfen
Keighley Cougars,,Wales,Melville,Lloyd,02/04/1917,01/01/1985,male,Resolven,Resolven,,,Keighley Cougars,,Cymru,Melville,Lloyd,02/04/1917,01/01/1985,gwryw,Resolfen,Resolfen
Warrington Wolves,,Wales,Melville,Lloyd,02/04/1917,01/01/1985,male,Resolven,Resolven,,,Warrington Wolves,,Cymru,Melville,Lloyd,02/04/1917,01/01/1985,gwryw,Resolfen,Resolfen
Llanelli RFC,,Wales,Melville,Lloyd,02/04/1917,01/01/1985,male,Resolven,Resolven,,,Clwb Rygbi Llanelli,,Cymru,Melville,Lloyd,02/04/1917,01/01/1985,gwryw,Resolfen,Resolfen
Scarlets,winger,Wales,Mike,Poole,23/04/1986,,male,Cardiff,,,,Y Sgarlets,asgellwr,Cymru,Mike,Poole,23/04/1986,,gwryw,Caerdydd,
Dragons,winger,Wales,Mike,Poole,23/04/1986,,male,Cardiff,,,,Y Dreigiau,asgellwr,Cymru,Mike,Poole,23/04/1986,,gwryw,Caerdydd,
Cardiff RFC,hooker,Wales,Mike,Watkins,09/01/1952,,male,Abercarn,,,,Clwb Rygbi Caerdydd ,bachwr,Cymru,Mike,Watkins,09/01/1952,,gwryw,Abercarn,
Wales national rugby union team,hooker,Wales,Mike,Watkins,09/01/1952,,male,Abercarn,,,,Tîm undeb rygbi cenedlaethol Cymru,bachwr,Cymru,Mike,Watkins,09/01/1952,,gwryw,Abercarn,
Barbarians,hooker,Wales,Mike,Watkins,09/01/1952,,male,Abercarn,,,,Barbariaid,bachwr,Cymru,Mike,Watkins,09/01/1952,,gwryw,Abercarn,
Cardiff RFC,hooker,United Kingdom,Mike,Watkins,09/01/1952,,male,Abercarn,,,,Clwb Rygbi Caerdydd ,bachwr,Y Deyrnas Unedig,Mike,Watkins,09/01/1952,,gwryw,Abercarn,
Wales national rugby union team,hooker,United Kingdom,Mike,Watkins,09/01/1952,,male,Abercarn,,,,Tîm undeb rygbi cenedlaethol Cymru,bachwr,Y Deyrnas Unedig,Mike,Watkins,09/01/1952,,gwryw,Abercarn,
Barbarians,hooker,United Kingdom,Mike,Watkins,09/01/1952,,male,Abercarn,,,,Barbariaid,bachwr,Y Deyrnas Unedig,Mike,Watkins,09/01/1952,,gwryw,Abercarn,
Wales national under-20 rugby union team,flanker,Wales,Morgan,Allen,12/03/1990,,male,Newport,,,,Tîm rygbi undeb cenedlaethol dan-20 Cymru,blaenasgellwr,Cymru,Morgan,Allen,12/03/1990,,gwryw,Casnewydd,
Wales national under-18 rugby union team,flanker,Wales,Morgan,Allen,12/03/1990,,male,Newport,,,,Tîm rygbi undeb dan-18 cenedlaethol Cymru,blaenasgellwr,Cymru,Morgan,Allen,12/03/1990,,gwryw,Casnewydd,
Ospreys,flanker,Wales,Morgan,Allen,12/03/1990,,male,Newport,,,,y Gweilch,blaenasgellwr,Cymru,Morgan,Allen,12/03/1990,,gwryw,Casnewydd,
Pontypool RFC,flanker,Wales,Morgan,Allen,12/03/1990,,male,Newport,,,,Clwb Rygbi Pontyp?l,blaenasgellwr,Cymru,Morgan,Allen,12/03/1990,,gwryw,Casnewydd,
Swansea RFC,flanker,Wales,Morgan,Allen,12/03/1990,,male,Newport,,,,Clwb Rygbi Abertawe ,blaenasgellwr,Cymru,Morgan,Allen,12/03/1990,,gwryw,Casnewydd,
Wales national rugby union team (sevens),,Wales,Adam,Thomas,22/08/1986,,male,Ynysybwl,,,,Tîm rygbi undeb cenedlaethol Cymru (saith bob ochr),,Cymru,Adam,Thomas,22/08/1986,,gwryw,Ynysybwl,
Pontypridd RFC,,Wales,Adam,Thomas,22/08/1986,,male,Ynysybwl,,,,Clwb Rygbi Pontypridd ,,Cymru,Adam,Thomas,22/08/1986,,gwryw,Ynysybwl,
Wales national rugby union team,fly-half,Wales,Adam,Warren,07/03/1991,,male,Burry Port,,,,Tîm undeb rygbi cenedlaethol Cymru,maswr,Cymru,Adam,Warren,07/03/1991,,gwryw,Porth Tywyn,
Scarlets,fly-half,Wales,Adam,Warren,07/03/1991,,male,Burry Port,,,,Y Sgarlets,maswr,Cymru,Adam,Warren,07/03/1991,,gwryw,Porth Tywyn,
Dragons,fly-half,Wales,Adam,Warren,07/03/1991,,male,Burry Port,,,,Y Dreigiau,maswr,Cymru,Adam,Warren,07/03/1991,,gwryw,Porth Tywyn,
Wales national rugby union team,fly-half,United Kingdom,Adam,Warren,07/03/1991,,male,Burry Port,,,,Tîm undeb rygbi cenedlaethol Cymru,maswr,Y Deyrnas Unedig,Adam,Warren,07/03/1991,,gwryw,Porth Tywyn,
Scarlets,fly-half,United Kingdom,Adam,Warren,07/03/1991,,male,Burry Port,,,,Y Sgarlets,maswr,Y Deyrnas Unedig,Adam,Warren,07/03/1991,,gwryw,Porth Tywyn,
Dragons,fly-half,United Kingdom,Adam,Warren,07/03/1991,,male,Burry Port,,,,Y Dreigiau,maswr,Y Deyrnas Unedig,Adam,Warren,07/03/1991,,gwryw,Porth Tywyn,
Wales national rugby league team,,Wales,Adrian,,01/01/1962,,male,Swansea,,,,Tîm rygbi cynghrair cenedlaethol Cymru,,Cymru,Adrian,,01/01/1962,,gwryw,Abertawe,
Hull F.C.,,Wales,Adrian,,01/01/1962,,male,Swansea,,,,Clwb Pêl-droed Hull,,Cymru,Adrian,,01/01/1962,,gwryw,Abertawe,
London Broncos,,Wales,Adrian,,01/01/1962,,male,Swansea,,,,London Broncos,,Cymru,Adrian,,01/01/1962,,gwryw,Abertawe,
Swansea RFC,,Wales,Adrian,,01/01/1962,,male,Swansea,,,,Clwb Rygbi Abertawe ,,Cymru,Adrian,,01/01/1962,,gwryw,Abertawe,
Glamorgan County Cricket Club,fly-half,Wales,Alan,Rees,17/02/1938,,male,Neath,,,,Criced Morgannwg,maswr,Cymru,Alan,Rees,17/02/1938,,gwryw,Castell Nedd,
Leeds Rhinos,fly-half,Wales,Alan,Rees,17/02/1938,,male,Neath,,,,Leeds Rhinos,maswr,Cymru,Alan,Rees,17/02/1938,,gwryw,Castell Nedd,
Maesteg RFC,fly-half,Wales,Alan,Rees,17/02/1938,,male,Neath,,,,Clwb Rygbi Maesteg ,maswr,Cymru,Alan,Rees,17/02/1938,,gwryw,Castell Nedd,
Wales national rugby union team,fly-half,Wales,Alan,Rees,17/02/1938,,male,Neath,,,,Tîm undeb rygbi cenedlaethol Cymru,maswr,Cymru,Alan,Rees,17/02/1938,,gwryw,Castell Nedd,
Glamorgan County Cricket Club,fly-half,United Kingdom,Alan,Rees,17/02/1938,,male,Neath,,,,Criced Morgannwg,maswr,Y Deyrnas Unedig,Alan,Rees,17/02/1938,,gwryw,Castell Nedd,
Leeds Rhinos,fly-half,United Kingdom,Alan,Rees,17/02/1938,,male,Neath,,,,Leeds Rhinos,maswr,Y Deyrnas Unedig,Alan,Rees,17/02/1938,,gwryw,Castell Nedd,
Maesteg RFC,fly-half,United Kingdom,Alan,Rees,17/02/1938,,male,Neath,,,,Clwb Rygbi Maesteg ,maswr,Y Deyrnas Unedig,Alan,Rees,17/02/1938,,gwryw,Castell Nedd,
Wales national rugby union team,fly-half,United Kingdom,Alan,Rees,17/02/1938,,male,Neath,,,,Tîm undeb rygbi cenedlaethol Cymru,maswr,Y Deyrnas Unedig,Alan,Rees,17/02/1938,,gwryw,Castell Nedd,
Abertillery RFC,flanker,Wales,Albert,Fear,25/08/1907,26/07/2000,male,Abertillery,Bridgend,,,Clwb Rygbi Abertyleri,blaenasgellwr,Cymru,Albert,Fear,25/08/1907,26/07/2000,gwryw,Abertyleri,Penybont
Newport RFC,flanker,Wales,Albert,Fear,25/08/1907,26/07/2000,male,Abertillery,Bridgend,,,Clwb Rygbi Casnewydd,blaenasgellwr,Cymru,Albert,Fear,25/08/1907,26/07/2000,gwryw,Abertyleri,Penybont
Wales national rugby union team,flanker,Wales,Albert,Fear,25/08/1907,26/07/2000,male,Abertillery,Bridgend,,,Tîm undeb rygbi cenedlaethol Cymru,blaenasgellwr,Cymru,Albert,Fear,25/08/1907,26/07/2000,gwryw,Abertyleri,Penybont
Abertillery RFC,flanker,United Kingdom,Albert,Fear,25/08/1907,26/07/2000,male,Abertillery,Bridgend,,,Clwb Rygbi Abertyleri,blaenasgellwr,Y Deyrnas Unedig,Albert,Fear,25/08/1907,26/07/2000,gwryw,Abertyleri,Penybont
Newport RFC,flanker,United Kingdom,Albert,Fear,25/08/1907,26/07/2000,male,Abertillery,Bridgend,,,Clwb Rygbi Casnewydd,blaenasgellwr,Y Deyrnas Unedig,Albert,Fear,25/08/1907,26/07/2000,gwryw,Abertyleri,Penybont
Wales national rugby union team,flanker,United Kingdom,Albert,Fear,25/08/1907,26/07/2000,male,Abertillery,Bridgend,,,Tîm undeb rygbi cenedlaethol Cymru,blaenasgellwr,Y Deyrnas Unedig,Albert,Fear,25/08/1907,26/07/2000,gwryw,Abertyleri,Penybont
Abertillery RFC,flanker,United Kingdom of Great Britain and Ireland,Albert,Fear,25/08/1907,26/07/2000,male,Abertillery,Bridgend,,,Clwb Rygbi Abertyleri,blaenasgellwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Albert,Fear,25/08/1907,26/07/2000,gwryw,Abertyleri,Penybont
Newport RFC,flanker,United Kingdom of Great Britain and Ireland,Albert,Fear,25/08/1907,26/07/2000,male,Abertillery,Bridgend,,,Clwb Rygbi Casnewydd,blaenasgellwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Albert,Fear,25/08/1907,26/07/2000,gwryw,Abertyleri,Penybont
Wales national rugby union team,flanker,United Kingdom of Great Britain and Ireland,Albert,Fear,25/08/1907,26/07/2000,male,Abertillery,Bridgend,,,Tîm undeb rygbi cenedlaethol Cymru,blaenasgellwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Albert,Fear,25/08/1907,26/07/2000,gwryw,Abertyleri,Penybont
Wales national under-20 rugby union team,winger,Wales,Alec,Jenkins,07/07/1987,,male,Wales,,,,Tîm rygbi undeb cenedlaethol dan-20 Cymru,asgellwr,Cymru,Alec,Jenkins,07/07/1987,,gwryw,Cymru,
Wales national under-18 rugby union team,winger,Wales,Alec,Jenkins,07/07/1987,,male,Wales,,,,Tîm rygbi undeb dan-18 cenedlaethol Cymru,asgellwr,Cymru,Alec,Jenkins,07/07/1987,,gwryw,Cymru,
Neath RFC,winger,Wales,Alec,Jenkins,07/07/1987,,male,Wales,,,,Clwb Rygbi Castell-nedd,asgellwr,Cymru,Alec,Jenkins,07/07/1987,,gwryw,Cymru,
Llanelli RFC,winger,Wales,Alec,Jenkins,07/07/1987,,male,Wales,,,,Clwb Rygbi Llanelli,asgellwr,Cymru,Alec,Jenkins,07/07/1987,,gwryw,Cymru,
London Welsh RFC,winger,Wales,Alec,Jenkins,07/07/1987,,male,Wales,,,,Clwb Rygbi Cymry Llundain,asgellwr,Cymru,Alec,Jenkins,07/07/1987,,gwryw,Cymru,
Scarlets,winger,Wales,Alec,Jenkins,07/07/1987,,male,Wales,,,,Y Sgarlets,asgellwr,Cymru,Alec,Jenkins,07/07/1987,,gwryw,Cymru,
Widnes Vikings,,Wales,Aled,James,17/02/1982,,male,Caerphilly,,,,Widnes Vikings,,Cymru,Aled,James,17/02/1982,,gwryw,Caerffili,
Sheffield Eagles,,Wales,Aled,James,17/02/1982,,male,Caerphilly,,,,Sheffield Eagles,,Cymru,Aled,James,17/02/1982,,gwryw,Caerffili,
Wales national rugby league team,,Wales,Aled,James,17/02/1982,,male,Caerphilly,,,,Tîm rygbi cynghrair cenedlaethol Cymru,,Cymru,Aled,James,17/02/1982,,gwryw,Caerffili,
London Welsh RFC,,Wales,Aled,Thomas,02/01/1985,,male,Wales,,,,Clwb Rygbi Cymry Llundain,,Cymru,Aled,Thomas,02/01/1985,,gwryw,Cymru,
Barbarians,,Wales,Aled,Thomas,02/01/1985,,male,Wales,,,,Barbariaid,,Cymru,Aled,Thomas,02/01/1985,,gwryw,Cymru,
Scarlets,,Wales,Aled,Thomas,02/01/1985,,male,Wales,,,,Y Sgarlets,,Cymru,Aled,Thomas,02/01/1985,,gwryw,Cymru,
Dragons,,Wales,Aled,Thomas,02/01/1985,,male,Wales,,,,Y Dreigiau,,Cymru,Aled,Thomas,02/01/1985,,gwryw,Cymru,
Oldham Roughyeds,scrum-half,Wales,Alex,,01/01/1914,01/01/2002,male,Pillgwenlly,Oldham,,,Oldham Roughyeds,mewnwr,Cymru,Alex,,01/01/1914,01/01/2002,gwryw,Pilgwenlli,Oldham
Wales national rugby league team,scrum-half,Wales,Alex,,01/01/1914,01/01/2002,male,Pillgwenlly,Oldham,,,Tîm rygbi cynghrair cenedlaethol Cymru,mewnwr,Cymru,Alex,,01/01/1914,01/01/2002,gwryw,Pilgwenlli,Oldham
Huddersfield Giants,scrum-half,Wales,Alex,,01/01/1914,01/01/2002,male,Pillgwenlly,Oldham,,,Huddersfield Giants,mewnwr,Cymru,Alex,,01/01/1914,01/01/2002,gwryw,Pilgwenlli,Oldham
Cross Keys RFC,scrum-half,Wales,Alex,,01/01/1914,01/01/2002,male,Pillgwenlly,Oldham,,,Clwb Rygbi Cross Keys ,mewnwr,Cymru,Alex,,01/01/1914,01/01/2002,gwryw,Pilgwenlli,Oldham
Oldham Roughyeds,winger,Wales,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Oldham Roughyeds,asgellwr,Cymru,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
Wales national rugby league team,winger,Wales,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Tîm rygbi cynghrair cenedlaethol Cymru,asgellwr,Cymru,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
Huddersfield Giants,winger,Wales,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Huddersfield Giants,asgellwr,Cymru,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
London Welsh RFC,winger,Wales,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Clwb Rygbi Cymry Llundain,asgellwr,Cymru,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
Oldham Roughyeds,centre,Wales,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Oldham Roughyeds,Canolwr,Cymru,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
Wales national rugby league team,centre,Wales,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Tîm rygbi cynghrair cenedlaethol Cymru,Canolwr,Cymru,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
Huddersfield Giants,centre,Wales,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Huddersfield Giants,Canolwr,Cymru,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
London Welsh RFC,centre,Wales,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Clwb Rygbi Cymry Llundain,Canolwr,Cymru,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
Oldham Roughyeds,winger,United Kingdom,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Oldham Roughyeds,asgellwr,Y Deyrnas Unedig,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
Wales national rugby league team,winger,United Kingdom,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Tîm rygbi cynghrair cenedlaethol Cymru,asgellwr,Y Deyrnas Unedig,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
Huddersfield Giants,winger,United Kingdom,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Huddersfield Giants,asgellwr,Y Deyrnas Unedig,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
London Welsh RFC,winger,United Kingdom,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Clwb Rygbi Cymry Llundain,asgellwr,Y Deyrnas Unedig,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
Oldham Roughyeds,centre,United Kingdom,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Oldham Roughyeds,Canolwr,Y Deyrnas Unedig,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
Wales national rugby league team,centre,United Kingdom,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Tîm rygbi cynghrair cenedlaethol Cymru,Canolwr,Y Deyrnas Unedig,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
Huddersfield Giants,centre,United Kingdom,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Huddersfield Giants,Canolwr,Y Deyrnas Unedig,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
London Welsh RFC,centre,United Kingdom,Alex,,18/11/1942,30/11/2015,male,Wales,,,,Clwb Rygbi Cymry Llundain,Canolwr,Y Deyrnas Unedig,Alex,,18/11/1942,30/11/2015,gwryw,Cymru,
London Welsh RFC,,Wales,Alex,Walker,31/07/1986,,male,Newport,,,,Clwb Rygbi Cymry Llundain,,Cymru,Alex,Walker,31/07/1986,,gwryw,Casnewydd,
Cardiff RFC,,Wales,Alex,Walker,31/07/1986,,male,Newport,,,,Clwb Rygbi Caerdydd ,,Cymru,Alex,Walker,31/07/1986,,gwryw,Casnewydd,
Scarlets,,Wales,Alex,Walker,31/07/1986,,male,Newport,,,,Y Sgarlets,,Cymru,Alex,Walker,31/07/1986,,gwryw,Casnewydd,
Dragons,,Wales,Alex,Walker,31/07/1986,,male,Newport,,,,Y Dreigiau,,Cymru,Alex,Walker,31/07/1986,,gwryw,Casnewydd,
Paphos Tigers,flanker,Wales,Alun,Pugh,04/03/1983,,male,Wales,,,,Paphos Tigers,blaenasgellwr,Cymru,Alun,Pugh,04/03/1983,,gwryw,Cymru,
Cyprus national rugby union team,flanker,Wales,Alun,Pugh,04/03/1983,,male,Wales,,,,Tîm rygbi undeb cenedlaethol Cyprus ,blaenasgellwr,Cymru,Alun,Pugh,04/03/1983,,gwryw,Cymru,
Dragons,,Wales,Andrew,Brown,20/04/1980,,male,Pontypool,,,,Y Dreigiau,,Cymru,Andrew,Brown,20/04/1980,,gwryw,Pontypool,
Dragons,,United Kingdom,Andrew,Brown,20/04/1980,,male,Pontypool,,,,Y Dreigiau,,Y Deyrnas Unedig,Andrew,Brown,20/04/1980,,gwryw,Pontypool,
Wales national rugby union team,lock,Wales,Andrew,,27/10/1984,,male,Merthyr Tydfil,,,,Tîm undeb rygbi cenedlaethol Cymru,clo,Cymru,Andrew,,27/10/1984,,gwryw,Merthyr Tudful,
Dragons,lock,Wales,Andrew,,27/10/1984,,male,Merthyr Tydfil,,,,Y Dreigiau,clo,Cymru,Andrew,,27/10/1984,,gwryw,Merthyr Tudful,
Wales national rugby union team,lock,United Kingdom,Andrew,,27/10/1984,,male,Merthyr Tydfil,,,,Tîm undeb rygbi cenedlaethol Cymru,clo,Y Deyrnas Unedig,Andrew,,27/10/1984,,gwryw,Merthyr Tudful,
Dragons,lock,United Kingdom,Andrew,,27/10/1984,,male,Merthyr Tydfil,,,,Y Dreigiau,clo,Y Deyrnas Unedig,Andrew,,27/10/1984,,gwryw,Merthyr Tudful,
Ospreys,,Wales,Andrew,,01/12/1972,,male,Wales,,,,y Gweilch,,Cymru,Andrew,,01/12/1972,,gwryw,Cymru,
Ospreys,,United Kingdom,Andrew,,01/12/1972,,male,Wales,,,,y Gweilch,,Y Deyrnas Unedig,Andrew,,01/12/1972,,gwryw,Cymru,
London Irish RFC,winger,Wales,Andy,,24/10/1985,,male,St Asaph,,,,Clwb Rygbi Gwyddelod Llundain ,asgellwr,Cymru,Andy,,24/10/1985,,gwryw,Llanelwy,
Newcastle Falcons,winger,Wales,Andy,,24/10/1985,,male,St Asaph,,,,Newcastle Falcons,asgellwr,Cymru,Andy,,24/10/1985,,gwryw,Llanelwy,
Scarlets,winger,Wales,Andy,,24/10/1985,,male,St Asaph,,,,Y Sgarlets,asgellwr,Cymru,Andy,,24/10/1985,,gwryw,Llanelwy,
Ospreys,flanker,Wales,Andy,Lloyd,09/04/1981,,male,Wales,,,,y Gweilch,blaenasgellwr,Cymru,Andy,Lloyd,09/04/1981,,gwryw,Cymru,
Wales national rugby union team,flanker,Wales,Andy,Lloyd,09/04/1981,,male,Wales,,,,Tîm undeb rygbi cenedlaethol Cymru,blaenasgellwr,Cymru,Andy,Lloyd,09/04/1981,,gwryw,Cymru,
Ospreys,flanker,United Kingdom,Andy,Lloyd,09/04/1981,,male,Wales,,,,y Gweilch,blaenasgellwr,Y Deyrnas Unedig,Andy,Lloyd,09/04/1981,,gwryw,Cymru,
Wales national rugby union team,flanker,United Kingdom,Andy,Lloyd,09/04/1981,,male,Wales,,,,Tîm undeb rygbi cenedlaethol Cymru,blaenasgellwr,Y Deyrnas Unedig,Andy,Lloyd,09/04/1981,,gwryw,Cymru,
Cardiff RFC,,Wales,Anthony,Jones,1879-01-01,23/10/1959,male,Llanelli,Merthyr Vale,,,Clwb Rygbi Caerdydd ,,Cymru,Anthony,Jones,1879-01-01,23/10/1959,gwryw,Llanelli,Bro Merthyr
Wales national rugby union team,,Wales,Anthony,Jones,1879-01-01,23/10/1959,male,Llanelli,Merthyr Vale,,,Tîm undeb rygbi cenedlaethol Cymru,,Cymru,Anthony,Jones,1879-01-01,23/10/1959,gwryw,Llanelli,Bro Merthyr
Cardiff RFC,,United Kingdom,Anthony,Jones,1879-01-01,23/10/1959,male,Llanelli,Merthyr Vale,,,Clwb Rygbi Caerdydd ,,Y Deyrnas Unedig,Anthony,Jones,1879-01-01,23/10/1959,gwryw,Llanelli,Bro Merthyr
Wales national rugby union team,,United Kingdom,Anthony,Jones,1879-01-01,23/10/1959,male,Llanelli,Merthyr Vale,,,Tîm undeb rygbi cenedlaethol Cymru,,Y Deyrnas Unedig,Anthony,Jones,1879-01-01,23/10/1959,gwryw,Llanelli,Bro Merthyr
Cardiff RFC,,United Kingdom of Great Britain and Ireland,Anthony,Jones,1879-01-01,23/10/1959,male,Llanelli,Merthyr Vale,,,Clwb Rygbi Caerdydd ,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Anthony,Jones,1879-01-01,23/10/1959,gwryw,Llanelli,Bro Merthyr
Wales national rugby union team,,United Kingdom of Great Britain and Ireland,Anthony,Jones,1879-01-01,23/10/1959,male,Llanelli,Merthyr Vale,,,Tîm undeb rygbi cenedlaethol Cymru,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Anthony,Jones,1879-01-01,23/10/1959,gwryw,Llanelli,Bro Merthyr
Leeds Rhinos,scrum-half,Wales,Archie,Brown,1894-11-02,,male,Crosskeys,,,,Leeds Rhinos,mewnwr,Cymru,Archie,Brown,1894-11-02,,gwryw,Crosskeys,
Cross Keys RFC,scrum-half,Wales,Archie,Brown,1894-11-02,,male,Crosskeys,,,,Clwb Rygbi Cross Keys ,mewnwr,Cymru,Archie,Brown,1894-11-02,,gwryw,Crosskeys,
Wales national rugby union team,scrum-half,Wales,Archie,Brown,1894-11-02,,male,Crosskeys,,,,Tîm undeb rygbi cenedlaethol Cymru,mewnwr,Cymru,Archie,Brown,1894-11-02,,gwryw,Crosskeys,
Leeds Rhinos,scrum-half,United Kingdom,Archie,Brown,1894-11-02,,male,Crosskeys,,,,Leeds Rhinos,mewnwr,Y Deyrnas Unedig,Archie,Brown,1894-11-02,,gwryw,Crosskeys,
Cross Keys RFC,scrum-half,United Kingdom,Archie,Brown,1894-11-02,,male,Crosskeys,,,,Clwb Rygbi Cross Keys ,mewnwr,Y Deyrnas Unedig,Archie,Brown,1894-11-02,,gwryw,Crosskeys,
Wales national rugby union team,scrum-half,United Kingdom,Archie,Brown,1894-11-02,,male,Crosskeys,,,,Tîm undeb rygbi cenedlaethol Cymru,mewnwr,Y Deyrnas Unedig,Archie,Brown,1894-11-02,,gwryw,Crosskeys,
Glamorgan Police RFC,winger,Wales,Arthur,Bassett,28/06/1914,30/12/1999,male,Kenfig Hill,Matlock,,,Clwb Rygbi Heddlu Morgannwg,asgellwr,Cymru,Arthur,Bassett,28/06/1914,30/12/1999,gwryw,Bryn Kenfig,Matlock
Great Britain national rugby league team,winger,Wales,Arthur,Bassett,28/06/1914,30/12/1999,male,Kenfig Hill,Matlock,,,Tîm rygbi cynghrair cenedlaethol Prydain Fawr,asgellwr,Cymru,Arthur,Bassett,28/06/1914,30/12/1999,gwryw,Bryn Kenfig,Matlock
York City Knights,winger,Wales,Arthur,Bassett,28/06/1914,30/12/1999,male,Kenfig Hill,Matlock,,,York City Knights,asgellwr,Cymru,Arthur,Bassett,28/06/1914,30/12/1999,gwryw,Bryn Kenfig,Matlock
Wales national rugby league team,winger,Wales,Arthur,Bassett,28/06/1914,30/12/1999,male,Kenfig Hill,Matlock,,,Tîm rygbi cynghrair cenedlaethol Cymru,asgellwr,Cymru,Arthur,Bassett,28/06/1914,30/12/1999,gwryw,Bryn Kenfig,Matlock
Halifax RLFC,winger,Wales,Arthur,Bassett,28/06/1914,30/12/1999,male,Kenfig Hill,Matlock,,,Halifax RLFC,asgellwr,Cymru,Arthur,Bassett,28/06/1914,30/12/1999,gwryw,Bryn Kenfig,Matlock
Wales national rugby union team,centre,United Kingdom,Jerry,,1892-08-12,30/06/1947,male,Newport,Newport,,,Tîm undeb rygbi cenedlaethol Cymru,Canolwr,Y Deyrnas Unedig,Jerry,,1892-08-12,30/06/1947,gwryw,Casnewydd,Casnewydd
Pill Harriers RFC,centre,United Kingdom of Great Britain and Ireland,Jerry,,1892-08-12,30/06/1947,male,Newport,Newport,,,Clwb Rygbi Pill Harriers,Canolwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Jerry,,1892-08-12,30/06/1947,gwryw,Casnewydd,Casnewydd
Wales national rugby league team,centre,United Kingdom of Great Britain and Ireland,Jerry,,1892-08-12,30/06/1947,male,Newport,Newport,,,Tîm rygbi cynghrair cenedlaethol Cymru,Canolwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Jerry,,1892-08-12,30/06/1947,gwryw,Casnewydd,Casnewydd
Wigan Warriors,centre,United Kingdom of Great Britain and Ireland,Jerry,,1892-08-12,30/06/1947,male,Newport,Newport,,,Wigan Warriors,Canolwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Jerry,,1892-08-12,30/06/1947,gwryw,Casnewydd,Casnewydd
Wales national rugby union team,centre,United Kingdom of Great Britain and Ireland,Jerry,,1892-08-12,30/06/1947,male,Newport,Newport,,,Tîm undeb rygbi cenedlaethol Cymru,Canolwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Jerry,,1892-08-12,30/06/1947,gwryw,Casnewydd,Casnewydd
Great Britain national rugby league team,,Wales,Jim,Bacon,1896-01-01,01/12/1968,male,Newport,Weston-super-Mare,,,Tîm rygbi cynghrair cenedlaethol Prydain Fawr,,Cymru,Jim,Bacon,1896-01-01,01/12/1968,gwryw,Casnewydd,Weston-super-Mare
