FUM-nr,X,Antal_dele,Emne_ord,Placering,Dansk_navn,Latinsk_navn,Antal_fossiler,Fund_oplysninger,Notater,Lokalitet,Finder,Fossilets_dimensioner,e,Beskaffenhed,Bevaringstilstand,Foto,Bilag,Beskrevet_af,Udlånsstatus,Opbevares,Box_nr.,Status,Kontaktoplysninger
2048,133,+Modplade,Insekt,,Snyltehveps?,,,mrk. KL2001,,Klinten ved Klitgård - Mors,E. Ratek,6mm*10mm,,Cementsten,,1,,,,,,,
2048,134,-modplade,Insekt,,Snyltehveps,Hymenoptera,,,,Fladeklint,E. Ratek,5mm*5mm,,Cementsten,,1,1,"S. Andersen 2003, Rust 1999",,,,,
2048,135,+modplade,Insekt,,Stankelben,Diptera,,"mrk. KL, nr. 796 i bilag.",,Klinten ved Klitgård - Mors,E. Ratek,23mm*20mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,136,+modplade,Insekt,,Stankelben,Diptera,,"mrk. Kl, nr. 681 i bilag",,Klinten ved Klitgård - Mors,E. Ratek,13mm*6mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,137,+modplade,Insekt,,Cikade,Hemiptera,,"mrk. SV, nr. 811 i bilag",,Svalklit,E. Ratek,6mm*3mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,138,-modplade,Insekt,,Svampemyg,Diptera,,"mrk. Gu 96, 06 nr.422 i billag",,Gullerup,E. Ratek,4 mm*4mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,139,+modplade,Insekt,,netvinge,Neuroptera,,"mrk. SA200, nr. 459 i bilag",,??,E. Ratek,9mm*4,,Cementsten,,1,1,S. Andersen,,,,,
2048,140,-modplade,Insekt,,Guldøje,Neuroptera,,"mrk. Gu 99, nr 561 i billag",,Gullerup,E. Ratek,13mm*4mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,141,+modplade,Insekt,,Tæge,Hemiptera,,mrk. E19 nr 608 i bilag,,Ejerslev,E. Ratek,14mm*14mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,142,-modplade,Insekt,,Myg,Diptera,,"mrk. Sv95, O78, 85 ",,Svalklit,E. Ratek,9mm*12mm,,Cementsten,,1,,S. Andersen,,,,,
2048,143,+modplade,Insekt,,Stankelben,Diptera,,"mrk. GU95, O62, 77",,Gullerup,E. Ratek,15mm*10mm,,Cementsten,,1,,,,,,,
2048,144,+modplade,Insekt,,Bille,Coleoptera,,mrk. SV2002,Bille med fine øjne i cementsten måske i niv. +25-27,Svalklit,E. Ratek,10mm*5mm,,Cementsten,,1,,"Bonde, N.",,,,,
2048,145,+modplade,Insekt,,Bille,Coleoptera,,mr. SV2000 nr. 461 i bilag,2 bladbiller i samme sten,Svalklit,E. Ratek,8mm*5mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,146,+modplade,Insekt,,Bille,Coleoptera,,"mrk. KL98, nr. 793 i bilag",,Klinten ved Klitgård,E. Ratek,8mm*4mm,,Cementsten,ok,1,1,S. Andersen,,,,,
2048,147,+modplade,Insekt,,Stankelben,Diptera,,"mrk. SV, nr. 658 i bilag",,Svalklit,E. Ratek,17mm*22mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,148,+modplade,Insekt,,Stankelben,Diptera,3,"mrk. SA, G10, 2J, nr. 172 i bilag",Stankelbenet er delvis dækket at mindre fiskefossil. Stykket indeholder desuden halepartiet at endnu en lille fisk.,,E. Ratek,11mm*10mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,149,+modplade,Insekt,,Bille,Coleoptera,,"mrk. HA, E1, nr. 605 i bilag.",Bille delvis bevaret i 3D,Handklit,E. Ratek,7mm*4mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,150,+modplade,Insekt,,Bille,Coleoptera,,"mrk. Gu 26/4 94, nr. 682 i bilag",,Gullerup,E. Ratek,7mm*4mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,151,,Insekt,,,,,,,,E. Ratek,,,Cementsten,,1,,S. Andersen,,,,,
2048,152,,Insekt,,,,,,,,E. Ratek,,,Cementsten,,1,,S. Andersen,,,,,
2048,153,,Insekt,,,,,,,,E. Ratek,,,Cementsten,,1,,S. Andersen,,,,,
2048,154,,Insekt,,,,,,,,E. Ratek,,,Cementsten,,1,,S. Andersen,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
2049,,+ modplade,Insekt,,Torngræshoppe,Tetrigiadae,,,Løs blok fundet på nodkysten af Fur ,Fur,René Sylvestersen,24mm*5mm,,stribet cementsten,god,1,,,,,3,,
2050,,-modplade,Fisk,,Guldlaks,Argentinoidei,,,"Indgår i artiklen ""Lindgren et. Al. 2012: Molecular preservation of the pigment melanin in fossil""
melanosomes"" ",Fur,Bo Schultz,,,cementsten,,,,Johan Lindgren,,25A,,,
2051,,- modplade,Fugl,,Fjer,Aves,,,,Green River (USA),?,,,,,,,,Udlånt til Johan Lindgren,,,,
2052,,- modplade,Insekt,,Stankelben,Diptera,,,,Skibsted strand,Sten Andersen,8mm*10mm,,cementsten,,1,,,,,3,,
2053,,- modplade,Fisk,,Havaborre,Percoidei,,Foræret til museet i forbindelse med en fossiljagt 2011. Finderen har stadig modpladen,"Kühnes ""Dickkopf"" Forkrop og fint kranium",Graven ved Stendal Høje,Ukendt,76mm*37mm,,lamineret moler,god,1,,"Bonde, N.",,,6,,
2054,,- modplade,Fisk,,Smelt,Osmeroidei,,,,ELKE graven (Fur),??,54mm*13mm,,grå lamineret moler,ok,1,,"Bonde, N.",,,5,,
2055,,+ modplade,Fugl,,Fugleknogle,Aves,,,Enkel knogle fra ukendt fugl,Graven ved Stendal Høje,Johan Nielsen,16mm*3mm,,lamineret moler,ok,1,,,,,3,,
2056,,+ modplade,Insekt,,Græshoppe,Orthoptera,,,Bevaret i blødt moler,Graven ved Stendal Høje,Helle Weber,21mm*5mm,,lamineret moler,fin,1,,,,,3,,
2057,,+ modplade,Fisk,,Makrel,Scrombridae,,,Se bilag,Ertebølle,Annelise Eriksen Mou,65mm*12mm,,lamineret moler,god,1,1,"Bonde, N.",,,3,,
2058,,+ modplade,botanik,,rodstængel,,,,,Graven ved Stendal Høje,René Sylvestersen,37mm*20mm,,lamineret moler,ok,1,,,,,3,,
2059,,- modplade,Insekt,,Flue,Diptera,,,,Skibsted strand (Mors),Sten Andersen,12mm*8mm,,cementsten,ok,1,,,,,3,,
2060,,+ modplade,invertebrat,Crustacea (krebsdyr),Reje,Morscrangon acutus,,,,Fur,Claus Nielsen,48mm*30mm,,lamineret moler,God,1,,Sylvestersen R.,,,,,
2061,,+ modplade,Fisk,,Guldlaks,Argentinoidei,,,"Juvenil guldlaks. Mærkelig bevaring: der er et hvit/ klart materiale bevaret på højre side, mens venstre side er kun aftryk",Graven ved Stendal Høje,Claus Møller,24mm*4mm,,lamineret moler,ok,1,,"Bonde, N.",,,3,,
2062,,- modplade,Fisk,,Guldlaks,Argentinoidei,,Fundet i bunken ved museet i forbindelse med event i efterårsferien. Moleret kom fra graven ved Stendal Høje,Stime / masse død,,René Sylvestersen,mange fossiler,,svagt lamineret moler,ok,1,,"Bonde, N.",,,3,,
2063,,+ modplade,Fisk,,Rødfisk ???,Perciformes,,,lille pigfinnet fisk (???Rødfisk) med pigge på foreste gællelåg,Graven ved Stendal Høje,René Sylvestersen,18mm*5mm,,lamineret moler,ok,1,,"Bonde, N.",,,3,,
2064,,- modplade,Fisk,,Sild,Clupeiformes,,Præpereret af Frank Osbæck,,,Bo Schultz,94mm*24mm,,Stolleklint ler,Meget god,1,,,,13,,,
2065,1,+ modplade,Fisk,,Makrel,Scrombridae,,Stykket indeholder stor Scrombrid + guldlaks (FUM-N-2065x1-2),,Ertebølle,Annelise Eriksen Mou,28cm*11cm,,stribet cementsten,Meget god,1,1,"Bonde, N.",,m + 10,2,,
2065,2,+ modplade Fisk,,,Guldlaks,Argentinoidei,,Stykket indeholder stor Scrombrid + guldlaks (FUM-N-2065x1-2),,Ertebølle,Annelise Eriksen Mou,67mm*12mm,,stribet cementsten,ok,1,,"Bonde, N.",,m + 10,2,,
2066, ,+ modplade,Insekt,,Bille,Coleoptera,,,,Fur,René Sylvestersen,13mm*5mm,,Cementsten,ok,1,,,,,3,,
2067,,- modplade,Insekt,,Ukendt,,, ,,Fur,Bo / René,9mm*4mm,,cementsten,god,1,,,,,3,,
2068,,- modplade,Fisk,,Øresten,otolit,,,Otolit fra torskefisk,Østklinten - Fur,René Sylvestersen,5mm*3mm,,cementsten,ok,1,,"Bonde, N.",,41,,,
2069,,+ modplade,Insekt,,Ukendt,,,,,,,9mm*4mm,,cementsten,ok,1,,,,,3,,
2070,,+ modplade,Insekt,,Flue,Diptera,,,,Fur,René Sylvestersen,,,cementsten,ok,1,,,,,3,,
2071,,- modplade,Mineral,,Baryt,Baryte,,,Barytkrystaller i aske,Knudeklint - Fur,Bo Schultz,,,Aske / Cementsten,god,1,,,,,1,,
2072,1,+ modplade,Invertebrat,Gastropoder (snegle),konksnegl,Buccinum sp.,,2072x1-3 er i  samme sten,Mange snegle i samme sten ,Graven ved Stendal Høje,René Sylvestersen,,,Cementsten,middel,1,,,,,2,,
2072,2,+ modplade,Invertebrat,,Musling,,,2072x1-3 er i  samme sten,3-4 muslinger i samme sten,Graven ved Stendal Høje,René Sylvestersen,"ca. 3mm*3,5mm",,cementsten,ok,1,,,,,,,
2072,3,+ modplade,Invertebrat,Gastropoder (snegle),Vingesnegl,Spiratella merciensis,,2072x1-3 er i  samme sten,Enkelte vingesnegle forskellige steder i stenen,Graven ved Stendal Høje,René Sylvestersen,1mm*1mm,,cementsten,ok,1,,,,,,,
2073,1,+ modplade,Insekt,,Torngræshoppe,Tetrigiadae,,2073x1-4 er i samme sten,,Stolleklint - Fur,René Sylvestersen,,,stribet cementsten,god,1,,,,,3,,
2073,2,+ modplade,Insekt,,stylteflue,,,2073x1-4 er i samme sten,,Stolleklint - Fur,René Sylvestersen,,,stribet cementsten,God,1,,H. Madsen,,,3,,
2073,3,+ modplade,Insekt,,stylteflue,,,2073x1-4 er i samme sten,,Stolleklint - Fur,René Sylvestersen,,,stribet cementsten,ok,1,,,,,3,,
2073,4,+ modplade,Insekt,,stylteflue,,,2073x1-4 er i samme sten,,Stolleklint - Fur,René Sylvestersen,,,stribet cementsten,god,1,,,,,3,,
2074,,- modplade,Fisk,,sct. Petersfisk,Zeiformes,,,"Lille fisk, mangler hale",Graven ved Stendal Høje,Aviaja B. Daugaard,7mm*5mm,,lamineret moler,ok,1,,,,,7,,
2075,,+ modplade,Insekt,,Tæge,Hemiptera,,,Den almindelige tæge. Meget utydelig - bevaret i blød moler,Graven ved Stendal Høje,Aske Baktoft,15mm*10mm,,lamineret moler,under midder,1,,,,,6,,
2076,,+ modplade,fisk,,Hajtand,Striatolamia striata,,,"Meget fin tand. Striatolamia Striata , en underorden af sandtigerhej (Odontaspidid). Afrundede sidetænder",Graven ved Stendal Høje,Andreas Kristensen,20mm*16mm,,ulamineret moler,fin,1,,"Bonde, N",,,6,,
2077,,- modplade,Mineral,,Gipskrystal,,,,Atypiske krystalflader,Graven ved Stendal Høje,Bo Schultz,,88mm*64mm*35mm,stribet cementsten,ok,1,,,,,2,,
2078,,- modplade,Mineral,,Gipskrystal,,,,,,Bo Schultz,,58mm*55mm*66mm,ulamineret moler,fin,1,,,,,2,,
2079,,- modplade,botanik,,Kogle,,,,Pæn kogle ,Graven ved Stendal Høje,Mette Skou,85mm*30mm,,ulamineret moler,ok,1,,,,,,,
2080,,+ modplade,Fugl,,Brystben fra fugl,Aves,,,Har været til Danekræ evaluering - Afvist,Graven ved Stendal Høje,Per Faarborg,20mm*20mm,,lamineret moler,Fin,1,1,"Lindow, B og Bonde N.",,25A,,,
2081,,- modplade,Fisk,,Makrel med bytte i mund,Scombridei,,,"Scomrid (makrelfisk) med bytte i munden, nok den almindelige ""guldlaks"" Fint kranietag.",Graven ved Stendal Høje,Kathleen Abildskov,48mm*25mm,,lamineret moler,ok,1,,"Bonde, N.",,15,,,
2082,,+ modplade,Fisk,,Unge,,,,"Juvenil fisk, 9m  SL. Stort hoved (svær at typr) måske vises kranietag, i al fald skullerbælte og nok noget af kæberne, og tungen presset ned. ???Argentinoid /kort krop.",Graven ved Stendal Høje,Mathilde H. K. Andersen,9mm*2mm,,lamineret moler,middel,1,,"Bonde, N.",,,6,,
2083,,+ modplade,Fisk,,Unge af pigfinnet fisk,Percoidei,,,"Pigfinnet fisk, SL ca. 11mm (percois - langstrakt) med ca 50 hvirvler (ca 25 caudale), meget kore. Foreste rygfinne med spinkle pigge klemt ned i kroppen. Gatfinne med 3 pigge. Ret pænt kranium med kæbeled under øjenhulens bagerste del. Pænt kranietag og kæbe.",Graven ved Stendal Høje,Franzisca Farenholtz,14mm*4mm,,lamineret moler,fin,1,,"Bonde, N.",,,6,,
2084,,+ modplade,fisk,,Ulkefisk,Scorpaeniformes,,,"Bugregionen (abdominalreg.) af stor ""ulke-fisk"" med bryst, bugfinne og foreste rygfinne (ca 9-10 pigge). Den foreste del af gatfinnen kan også ses me 2-3 ret svage pigge. Meget karakteristiske 1. og 2. halehvirvls hæmalbuer (støtter til foreste gatfinne)",Graven ved Stendal Høje,Bo Schultz,"22cm*6,5cm",,lamineret moler,ok,1,,"Bonde, N.",,,3,,
2085,,A-F (6 dele),Fisk,,Makrel,Scombridei,,,Lokalitet og fundoplysninger er skevet på fossilet - Eksempel på den notation der blev anvendt af Magne Breiner ,Knudeklint - Fur,Magne Brainer,19cm*9cm,,cementsten,middel,1,,,,,,,
2086,,+ modplade,Insekt,,Ukendt,,,,Insekt med små hår på vingerne,Nordkysten af Fur mellem Stolle og østklinten,René Sylvestersen,15mm*12mm,,Stolleklint ler,middel,1,,,,,5,,
2087,,+ modplade,Sporfossil,,Gravegang,Ophiomorpha,,,Sporfossil - foret gang i kalksten ,,Bo Schultz,48cm*28cm,,Kalksten,ok,1,,"Schultz, B.",,m-stue,,,
2088,,- modplade,Fisk,,Sild,Clupeiformes,,,"2 sild, den almindelige sardinelleligende i mørkegrå cementsten. Ligner E Reteks danekr fra Svalklit. Kølskæl på den dårligste  er meget instruktive.",,E. Retek,85mm*20mm,,cementsten,ok,1,,"Bonde, N.",,,2,,
2089,,+ modplade,Fisk,,Antigonia,Caproidei,,,Antigonia /Havgalte - Hoved og hale kan muligvis præpereres frem,,N.J. Rosenkrantz,5mm*8mm,,Stolleklint ler,fin,1,,,,,5,,
2090,,+ modplade,Fisk,,Sild,Cluperiformes,,,Kan muligvis præpereres ,,,12mm*4mm,,Stolleklint ler,ok,1,,,,,5,,
2091,,- modplade,botanik,,Nød,,,,Aftryk efter nød/ frugt med struktur på overfladen,,Bo Schultz,10mm*6mm,,Stolleklint ler,ok,1,,,,,5,,
2092,,- modplade,botanik,,plante,,,,Krabbebolde med plantestængel / rod,Lyby Strand,Susanne Heltzen,28mm*3mm,,Konkretion,ok,1,,,,,1,,
2093,,- modplade,botanik,,løvblad,,,,Del af et større løvblad,,,45mm*38mm,,ulamineret moler,ok,1,,,,,3,,
2094,,+ modplade,botanik,,blad,,,,bambusligende græsblad,,Emil Davidsen,47mm*13mm,,svagt lamineret moler,middel,1,,,,,3,,
2095,,+ modplade,botanik,,løvblad,,,,Langt slankt blad,Øst for Bispehuen i Stendalgraven,Allan Perholt,48mm*8mm,,lamineret moler,ok,1,,,,,3,,
2096,,+ modplade,fisk,,Ulkefisk,Scorpaeniformes,,,Forkrop + del af kranie,Øst for Bispehuen i Stendalgraven,Randi Waxholt,64mm*27mm,,lamineret moler,fin,1,1,"Bonde, N.",,11,,,
2097,,- modplade,fisk,,Smelt,Osmeroidei,,,"Juvenil fisk i moler. 25 hvirvler. Meget stort hoved: fint kranietag, lav lang underkæbe. Kæbeled midt under øjet.",Langstedhuller / stranden,Lone S. Jørgensen,15mm*3mm,,svag lamineret moler,fin,1,1,"Bonde, N.",,,1,,
2098,,+ modplade,Insekt,,bille,,,,Bille i blød moler med dækvinge,Graven ved Stendal Høje,Franz Jensen,21mm*14mm,,lamineret moler,god,1,,,,,1,,
2099,,+ modplade,botanik,,strå,,,,Fra Skarehagelaget ca. 1 meter under askelag -13. Stykket indeholder desuden et næstent komplet elsemplar af den alm. Gullaks dog minus hoved.,Skarehage (mors),René Sylvestersen og Bo Schultz,60mm*1mm,,lamineret moler,ok,1,,,,,1,,
2100,,22 arter,Invertebrat,,"Musling, Snegl, søtand",,,"22 forskellige arter af små snegle, muslinger og søtænder samlet ved same oligocæne lokalitet.","Lyrotyphis sejuntus, Scalaspira sp., Scalaspira elegantula aequistriata, Nucula comta, Callista reussi ??, Fusiturris duchastelii, Fusiturris selysii, Goodallia (Astrarte) pygmaea, Phalium rondeleti, Scalaspira waeli, Fusiturris duchastelii, Streptochetus cheruscus, Polinices helicinus, Pisanella subgranulata, Dentalium geminatum, Hinia schlotheimi, Orthosurcula regularis, Astarte gracilis, Portlandia pygmaea, Limopsis sp., Fusuturis Selysii, Dentalium kickxi, Scalaspira waeli, Aporrhaia speciosa, Glycimimeris Glycimeris",Brejning strand,Jytte Hillersborg,,,Løse fossiler,god,ja,1,,,,,,
2101,,-modplade,Krebsdyr,,Langhals,,Mange,,Mange skaller fra langhalse plus rester af træ,???,Rudolf Lechner,6mm'5mm,,cementsten,,1,,,Udlånt til N. Bonde 27.01.2012 til 27.01.2013,,,,
2102,,+mod,Insekt,,Flue,Diptera,,,,???,Rudolf Lechner,10mm*9mm,,cementsten,god,1,,,,,2,,
2103,,-modplade,Insekt,,Flue,Diptera,,,Flue bevaret i 3D,???,Rudolf Lechner,9mm*4mm,,cementsten,ok,1,,,,,2,,
2104,,-modplade,Invertebrat,Gastropoder (snegle),Vingesnegl,Spiratella merciensis,20+,,,???,Rudolf Lechner,1mm*1mm,,cementsten,god,1,,,,,2,,
2105,,-modplade,Insekt,,Flue,Diptera,3,,Lille flue + tæge + planterfragmenter,???,Rudolf Lechner,3mm*6mm,,cementsten,ok,1,,,,,2,,
2106,,-modplade,insekt,,ugle,Lepidoptera,,,,???,Rudolf Lechner,7mm*10mm,,cementsten,ok,1,,,,,2,,
2107,,+mod,Insekt,,guldsmed,odonata,,,"Vinge fra guldsmed, ikke helt komplet. Plade og modplade limet sammen",???,Rudolf Lechner,34mm*15mm,,cementsten,ok,1,,,,,2,,
2108,,-modplade,Insekt,,cikade,Hemiptera,,,Fin cikade + løs vinge fra andet insekt,???,Rudolf Lechner,13mm*8mm,,cementsten,god,1,,,,,2,,
2109,,-modplade,Insekt,,cikade,Hemiptera,,,,???,Rudolf Lechner,14mm*7mm,,cementsten,ok,1,,,,,2,,
2110,,-modplade,Insekt,,cikade,Hemiptera,,,,???,Rudolf Lechner,16mm*7mm,,cementsten,ok,1,,,,,2,,
2111,,-modplade,Invertebrat,Echinodermer (pighuder),slangestjerne,Echinodermata,10,,Slangestjerne + mange vingesnegle (Spiratella merciensis),???,Rudolf Lechner,25mm*15mm,,cementsten,ok,1,,,,,2,,
2112,,-modplade,Insekt,,Sommerfuglecikade,Hemiptera,,,Vinge fra sommerfuglecikade,???,Rudolf Lechner,24mm*18mm,,cementsten,ok,1,,,,,2,,
2113,,-modplade,insekt,,Ørentvist,Dermaptera,,,"Forkrop og hoved mindre godt bevaret, men flot klo - han",???,Rudolf Lechner,18mm*4mm,,cementsten,god,1,,,,,2,,
2114,,-modplade,fisk,,Guldlaks,Argentinoidei,,,,???,Rudolf Lechner,52mm*8mm,,cementsten,ok,1,,,,,2,,
2115,,-modplade,botanik,,plante,,,,Leddelt plante med små runde aftegninger? + andre planterester og fiskeknogler,???,Rudolf Lechner,75mm*30mm,,cementsten,ok,1,,,,,2,,
2116,,-modplade,krebsdyr,,Tanglus,isopoda,,,Meget dårligt bevaret,Fur,Peter Holst,28mm*16mm,,ulamineret moler,,1,,,,19,,,
2117,,-modplade,fisk,,Barbudo,Polymixiidae,,,"Ikke komplet eksemplar. Uden ryg, hale, gat og bugfinne. Mangler snude og underkæbe. Flot nakkekam og relief fra kranietaget. Gællelåget er fastholdt af gipkrystaller.",,Per Jeppesen,80mm*45mm,,Lamineret moler,ok,1,1,,,,1,,
2118,,+modplade,botanik,,plante,,,,Yderform med genkendelig mønster,Graven nord for Stendalhøje.,Bo Schuktz,5mm*5mm,,Lamineret moler,og,1,,,,,3,,
2119,,+modplade,Fugl,,svingfjer,Aves,,,Svingfjer i blød moler,,Mette Hofstet,90mm*20mm,,Lamineret moler,utydelig men ok,1,,,,,7,,
2120,,-modplade,fisk,,Guldlaks,Argentinoidei,2,,to guldlags i samme sten. Den mindste er ikke komplet og måler 22mm*5mm,,Rudolf Lechner,35mm*9mm,,cementsten,ok,1,,,,,6,,
2121,,-modplade,Fisk,,ålefisk,Anguillidae,,,"Ålefisk uden hoved, bryst og halefinne Plade og modplade monteret i kass hos Museernes Bevaringscenter i Skive.",Graven nord for Stendalhøje.,Jakob Sønderby,91mm*9mm,,lamineret moler,ok,1,1,,,,,,
2122,,+modplade,Fisk,,Pindsvinefisk,,2,,"Meget lille eksemplar SL ca. 4mm, kropshøjde 2,25mm. Hovedet af dårlig bevaret eksemplar ca. 1 cm fra det første fossil.",,yma van den Driest,"4,5mm*2,25mm",,Stolleklint ler,God,1,1,,,15,,,
2123,,-modplade,Fisk,,Smelt,Osmeroidei,,,Smelt uden hoved,?,Rudolf Lechner,100mm*40mm,,cementsten,ok,1,,,,,1,,
2124,,+ løst gællelåg,Fisk,,Makrel,Scrombridae,,,Store makrel uden hale. Fundet ved Ertebølle i 1976?. Præpereret frem af Frank Osbæk 2012. ,Ertebølle,Annelise Eriksen Mou,365mm*230mm,,cementsten,meget fin,1,,,,"A er i m10, B er på magasin",1,,
2125,,-modplade,Fisk,,Trompetfisk,Syngnathiformes,,,"Midtkrop med radier fra ryg og gatfinne, og abdominal- (bryst-) regiondækket af små trespidsede plader  (Danekræ kandidat nr. 453. Oikke Danekræ)",Stolleklint,Astrid Christensen,23mm*3mm,,Stolleklint Ler,fragment,1,,"Bonde, N.",,,5,,
2126,,+modplade,Fisk,,Ulkefisk,Perciformes,,,"""Ulk""",ELKE graven (Fur),Mette Hofstet,80mm*18mm,,Grå moler,Fin,1,,"Bonde, N.",,11,,,
2127,,+modplade,Fisk,,Makrel,Scrombridae,,,"Juvenil makrel - Gode detaljerr, meget flot",Graven nord for Stendalhøje.,Mathisas Torstensen,22mm*5mm,,Lamineret moler,God,1,,,,,1,,
2128,,+modplade,Fisk,,Guldlaks,Argentinoidei,,,Meget flot og informativ guldlaks. (ikkepænt bevaret),?,Karin Nygaard,35mm*22mm,,Blød moler,Ok,1,,"Bonde, N.",,,6,,
2129,,-modplade,Invertebrat,,Søpindsvin,?? Proraster sp. ,,,Oligocæn sømus. Fundet i blød ler. Stabeliseret hos Museernes bevaringscenter i Skive,Lyby Strand,Bo Schultz,30mm*25mm,,Oligocæn ler,ok,1,,,,,5,,
2130,,-modplade,Invertebrat,,Søpindsvin,Galerites,,,Mutant med kun fire felter,??,Jørgen & Asta Søholt Christensen,25mm*17mm,,Flint,Ok,1,,,,,7,,
2131,,+modplade,Fisk,,Guldlaks,Argentinoidei,5,,Stime på 5-6 stk. guldlaks,,René Sylvestersen,,,Blød moler,Ok,1,,,,,6,,
2132,,+modplade,Fisk,,Smelt,Osmeroidei,,,Juvenil smelt  i mole. SL ca. 12 mm. Mangler kæbe men kæbeled bag øje. + tunge,Graven øst for Bispehuen,René Sylvestersen,12mm*3mm,,Blød moler,Ok,1,,"Bonde, N.",,,1,,
2133,,-modplade,Sporfossil,,Gravegang,,,,Anderledes opdelt gravegang,,Claus Møller,60mm*10mm,,Aske  ,Ok,1,,,,,4,,
2134,,+modplade,botanik,,Nød,,,,"Fordybning efter nød, med spor efter stilk",,Bo Schultz,8mm*8mm,,Stolleklint Ler,Ok,1,,,,,5,,
2135,,-modplade,Fisk,,Smelt,Osmeroidei,,,Juvenil smelt SL ca 15mm,,,15mm*4mm,,Lamineret moler,Fin,1,,,,,4,,
2136,,+modplade,Fisk,,Pigfinnet fisk,,,,Juvenil pigfinnet fisk. Bagerste 3/4 af kroppen + hale. ,,August Esbensen,11mm*4mm,,Lamineret moler,ok,1,1,,,,4,,
2137,,+modplade,Fisk,,Havaborre,Perciformes,,,Juvenil percoid/ havaborre slægtning. I hæjre side (svare til FUM-N-2137A): ca. 18 + 19 hvivler (? Halefinne). Venstre side: Pigget præoperculum. Stykket indeholder desuden flere fiskelarver.,,René Sylvestersen,6mm*5mm,,svag lamineret moler,ok,1,,"Bonde, N.",,,4,,
2138,,-modplade,Fisk,,Guldlaks,Argentinoidei,,,"Næsten komplet eksemplar, mangler lidt af hale + gelleregion",,,68mm*11mm,,Cementsten,fin,1,,,,14,,,
2139,,-modplade,Fisk,,Havaborre,Percoidei,,,"Juvenil havaborre. Fin lille unge af ""havaborre"" med lang krop og ca. 50 hvirvler",Graven ved Stendal Høje,Erik Brejning Andersen,SL 9mm,,Blød moler,god,1,,"Bonde, N.",,,4,,
2140,,-modplade,Fisk,,Pigfinnet fisk?,,,,"Juvenil fisk - Pigfinet fisk - vist nok?? Med ca. 14 + ca 15-16 hvirvler. Rygfinnen og bugfinner er mangles og gatfinnen dårlig, så piggene ses ikke. Hovedet (v. s)  kunne godt være fra mere primitiv form, da ingen pigge ses på gællelågsregionen. Måske?? anes bækken langt fremme. (bestemmelsen er meget usikket)",Graven ved Stendalhøje,René sylvestersen,8mm*3mm,,Grå lamineret moler,ok,1,,"Bonde, N.",,,5,,
2141,1,+modplade,Insekt,,cikade,Hemiptera,,,FUM-N-2141x1-2 er i samme sten. Flue og cikade i blød moler. Stykket stammer fra den nedre del af lagserien,Stolleklint,Jesper Petersen,15mm*7mm,,Blød moler,ok,1,,,,,4,,
2141,2,+modplade,Insekt,,Flue,Diptera,,,FUM-N-2141x1-2 er i samme sten. Flue og cikade i blød moler. Stykket stammer fra den nedre del af lagserien,Stolleklint,Jesper Petersen,15mm*7mm,,Blød moler,ok,1,,,,,4,,
2142,,-modplade,Mineral,,sten,,,,Lille sten der sidder i forbindelse med et større stykke fossilt træ. Der er sandsynligvis tale om en sten der er blevet transporteret sammen med planten fra kildeområder,Graven ved Stendalhøje,Alexander Logos Bjørndal,70mm*40mm,,ulamineret moler,ok,1,,,,,4,,
2143,,-modplade,Fugl,,Fugleknogle,Aves,,,,Graven ved Stendalhøje,Lehner Dirk/Eric,,,lamineret moler,ok,1,,,,,4,,
2144,,+modplade,botanik,,Løvblad,,,,Relativt smalt løvblad. Ikke komplet.,Graven ved Stendalhøje,Fam. Schøning,33mm*16mm,,Lamineret moler,ok,1,,,,,4,,
2145,1,+modplade,Insekt,,cikade,Hemiptera,,,FUM-N-2145x1-2 er i samme sten. Flue og cikade i blød moler.,Graven ved Stendalhøje,René Sylvestersen,15mm*8mm,,Blød moler,ok,1,,,,,4,,
2145,2,+modplade,Insekt,,Flue,Diptera,,,FUM-N-2145x1-2 er i samme sten. Flue og cikade i blød moler. Fluen er dårligt bevaret.,Graven ved Stendalhøje,René Sylvestersen,6mm*4mm,,Blød moler,ok,1,,,,,4,,
2146,,-modplade,Fisk,,Hestemakrel ??,Perciformes,,,"Meget lille ""pigfinnet"" fisk (postlarve) i moler. Perciform, næppe bestembar for ryg og bugfinner mangler, gatfinnen dårlig og snuden med mere mangler også. Hvivler nok 10 + 14 = 24",,Alfred ?,SL 14mm,,Blød moler,ok,1,,"Bonde, N.",,,4,,
2147,,+modplade,Insekt,,Bille,Coleoptera,,,Lille bille med øje.,Stolleklint,Jesper Petersen,6mm*3mm,,Stolleklint Ler,ok,1,,,,,5,,
